SIGNAL,CEC,SYSTEM,SCENE,LISTENER,PROMPT,NWORDS,HITS,CORRECT,RESPONSE,SEVERITY
CEC1_E018_S09074_L0202,CEC1,CEC1E018,S09074,L0202,there was a bit of silence then,7,0,0,#,Moderate
CEC1_E018_S09078_L0209,CEC1,CEC1E018,S09078,L0209,there you have the difference between us and them,9,6,66.6666666666667,then we had the difference between us and them,Moderate
CEC1_E018_S09080_L0243,CEC1,CEC1E018,S09080,L0243,it also meant something looking back as well as forward,10,10,100,it also meant something looking back as well as forward ,Mild
CEC1_E018_S09082_L0231,CEC1,CEC1E018,S09082,L0231,at the very least he was known and accessible,9,7,77.7777777777778,at the very least he is known as accessible ,Mild
CEC1_E018_S09085_L0209,CEC1,CEC1E018,S09085,L0209,if you could manage to have a look,8,8,100,if you could manage to have a look,Moderate
CEC1_E018_S09086_L0217,CEC1,CEC1E018,S09086,L0217,a shadow falling across the bench was her only warning,10,2,20,a shadow,Moderate
CEC1_E018_S09088_L0224,CEC1,CEC1E018,S09088,L0224,in the meantime keep looking over your shoulder,8,3,37.5,in the meantime ,Moderate
CEC1_E018_S09089_L0236,CEC1,CEC1E018,S09089,L0236,it was in fact a classic picnic,7,0,0,the bargain felt like,Moderately severe
CEC1_E018_S09092_L0222,CEC1,CEC1E018,S09092,L0222,you go off now and forget all about it,9,4,44.4444444444444,forget all about it,Moderate
CEC1_E018_S09094_L0229,CEC1,CEC1E018,S09094,L0229,you don't ask for much do you mate,8,8,100,you don't ask for much do you mate,Mild
CEC1_E018_S09094_L0235,CEC1,CEC1E018,S09094,L0235,you don't ask for much do you mate,8,8,100,you don't ask for much do you mate,Mild
CEC1_E018_S09101_L0212,CEC1,CEC1E018,S09101,L0212,surely such a creature cannot be of use to us,10,10,100,surely such a creature cannot be of use to us,Moderate
CEC1_E018_S09107_L0229,CEC1,CEC1E018,S09107,L0229,either the girl or the boy is with them,9,4,44.4444444444444,either the boy the girl is ,Mild
CEC1_E018_S09107_L0242,CEC1,CEC1E018,S09107,L0242,either the girl or the boy is with them,9,0,0,i would prefer,Moderately severe
CEC1_E018_S09109_L0227,CEC1,CEC1E018,S09109,L0227,he doesn't like the music i play in my room,10,1,10,it wasn't the about,Moderate
CEC1_E018_S09109_L0241,CEC1,CEC1E018,S09109,L0241,he doesn't like the music i play in my room,10,0,0,#,Moderate
CEC1_E018_S09113_L0209,CEC1,CEC1E018,S09113,L0209,she gave a gasp at the insult,7,6,85.7142857142857,she gave a gasp at his insult,Moderate
CEC1_E018_S09118_L0241,CEC1,CEC1E018,S09118,L0241,the design process is also more simple too,8,0,0,#,Moderate
CEC1_E018_S09125_L0201,CEC1,CEC1E018,S09125,L0201,her mouth was compressed into a tight line,8,7,87.5,how mouth was compressed into a tight line,Mild
CEC1_E018_S09128_L0222,CEC1,CEC1E018,S09128,L0222,in fact there was not much to choose between them,10,4,40,there was not much,Moderate
CEC1_E018_S09132_L0215,CEC1,CEC1E018,S09132,L0215,now it is gone she told herself firmly,8,1,12.5,there is a young she takes a firm view,Moderate
CEC1_E018_S09135_L0208,CEC1,CEC1E018,S09135,L0208,how should i measure up what to buy,8,7,87.5,how should i measure out what to buy,Moderate
CEC1_E018_S09136_L0208,CEC1,CEC1E018,S09136,L0208,she couldn't let them into her mind,7,7,100,she couldn't let them into her mind,Moderate
CEC1_E018_S09136_L0209,CEC1,CEC1E018,S09136,L0209,she couldn't let them into her mind,7,7,100,she couldn't let them into her mind,Moderate
CEC1_E018_S09140_L0224,CEC1,CEC1E018,S09140,L0224,everybody ought to get a bite of the big apple,10,10,100,everybody ought to get a bite of the big apple ,Moderate
CEC1_E018_S09142_L0215,CEC1,CEC1E018,S09142,L0215,and what was the reason for it,7,7,100,and what was the reason for it,Moderate
CEC1_E018_S09144_L0208,CEC1,CEC1E018,S09144,L0208,i knew i didn't want to walk up that beach,10,10,100,i knew i didn't want to walk up that beach,Moderate
CEC1_E018_S09144_L0209,CEC1,CEC1E018,S09144,L0209,i knew i didn't want to walk up that beach,10,10,100,i knew i didn't want to walk up that beach,Moderate
CEC1_E018_S09150_L0243,CEC1,CEC1E018,S09150,L0243,the importance of this level can hardly be exaggerated today,10,0,0,#,Mild
CEC1_E018_S09152_L0209,CEC1,CEC1E018,S09152,L0209,he was sleepy now he was resting,7,5,71.4285714285714,he was sleeping then he was resting,Moderate
CEC1_E018_S09154_L0208,CEC1,CEC1E018,S09154,L0208,they must have a lot of catching up to do,10,6,60,they must all have catching up to do,Moderate
CEC1_E018_S09154_L0209,CEC1,CEC1E018,S09154,L0209,they must have a lot of catching up to do,10,7,70,there was a lot of catching up to do,Moderate
CEC1_E018_S09155_L0224,CEC1,CEC1E018,S09155,L0224,she would never get through to him,7,6,85.7142857142857,she could never get through to him,Moderate
CEC1_E018_S09156_L0201,CEC1,CEC1E018,S09156,L0201,come and sit here and tell me about yourself,9,9,100,come and sit here and tell me about yourself,Mild
CEC1_E018_S09161_L0243,CEC1,CEC1E018,S09161,L0243,there was a bang and a thud,7,3,42.8571428571429,there was a band in the forest ,Mild
CEC1_E018_S09164_L0229,CEC1,CEC1E018,S09164,L0229,the second goal should have been stopped too,8,1,12.5,two,Mild
CEC1_E018_S09164_L0235,CEC1,CEC1E018,S09164,L0235,the second goal should have been stopped too,8,7,87.5,the second role should have been stopped too,Mild
CEC1_E018_S09168_L0227,CEC1,CEC1E018,S09168,L0227,the quantity equation is true by definition,7,1,14.2857142857143,the property person,Moderate
CEC1_E018_S09168_L0235,CEC1,CEC1E018,S09168,L0235,the quantity equation is true by definition,7,7,100,the quantity equation is true by definition,Mild
CEC1_E018_S09169_L0219,CEC1,CEC1E018,S09169,L0219,but it had all been a bluff,7,5,71.4285714285714,it is all been a bluff,Moderate
CEC1_E018_S09173_L0217,CEC1,CEC1E018,S09173,L0217,farming is now the second most dangerous industry in britain,10,7,70,the second most dangerous industry in britain,Moderate
CEC1_E018_S09175_L0222,CEC1,CEC1E018,S09175,L0222,it's not easy to talk against the noise,8,7,87.5,it's not easy to talk against the,Moderate
CEC1_E018_S09177_L0200,CEC1,CEC1E018,S09177,L0200,his mother took a swig of her brandy,8,6,75,his mother took a scoop of a brandy,Moderate
CEC1_E018_S09177_L0240,CEC1,CEC1E018,S09177,L0240,his mother took a swig of her brandy,8,7,87.5,his mother took a swig of his brandy ,Mild
CEC1_E018_S09186_L0201,CEC1,CEC1E018,S09186,L0201,he left the gun where it was,7,7,100,he left the gun where it was,Mild
CEC1_E018_S09188_L0200,CEC1,CEC1E018,S09188,L0200,there will be no need for that,7,0,0,#,Moderate
CEC1_E018_S09193_L0243,CEC1,CEC1E018,S09193,L0243,it's almost like being in the country,7,2,28.5714285714286,it's like you,Mild
CEC1_E018_S09196_L0200,CEC1,CEC1E018,S09196,L0200,ah yes there it was quite large and unattached,9,2,22.2222222222222,quite large,Moderate
CEC1_E018_S09196_L0240,CEC1,CEC1E018,S09196,L0240,ah yes there it was quite large and unattached,9,5,55.5555555555556,ah yes there it was ,Mild
CEC1_E018_S09197_L0201,CEC1,CEC1E018,S09197,L0201,already he was inspired by the thought of their fusion,10,10,100,already he was inspired by the thought of their fusion,Mild
CEC1_E018_S09198_L0217,CEC1,CEC1E018,S09198,L0217,the only goal came midway through the second half,9,2,22.2222222222222,the only,Moderate
CEC1_E018_S09199_L0229,CEC1,CEC1E018,S09199,L0229,i wish i could help them somehow,7,6,85.7142857142857,i wish i could help him somehow,Mild
CEC1_E018_S09199_L0242,CEC1,CEC1E018,S09199,L0242,i wish i could help them somehow,7,6,85.7142857142857,i wish i could help them some how,Moderately severe
CEC1_E018_S09203_L0224,CEC1,CEC1E018,S09203,L0224,it's no use going now carmen told him,8,7,87.5,it's no use going now colin told him,Moderate
CEC1_E018_S09205_L0231,CEC1,CEC1E018,S09205,L0231,his senior registrar did all his operating,7,6,85.7142857142857,his senior registrar did all the operating ,Mild
CEC1_E018_S09208_L0229,CEC1,CEC1E018,S09208,L0229,here and now is not the time,7,7,100,here and now is not the time,Mild
CEC1_E018_S09208_L0242,CEC1,CEC1E018,S09208,L0242,here and now is not the time,7,7,100,here and now is not the time,Moderately severe
CEC1_E018_S09209_L0236,CEC1,CEC1E018,S09209,L0236,people in love are peculiar that way you know,9,5,55.5555555555556,people in love are peculiar about,Moderately severe
CEC1_E018_S09213_L0242,CEC1,CEC1E018,S09213,L0242,if they survive all should be well,7,0,0,#,Moderately severe
CEC1_E018_S09214_L0219,CEC1,CEC1E018,S09214,L0219,what are you trying to do to me,8,8,100,what are you trying to do to me,Moderate
CEC1_E018_S09215_L0217,CEC1,CEC1E018,S09215,L0217,the man took her aside for a moment,8,2,25,the man,Moderate
CEC1_E018_S09215_L0229,CEC1,CEC1E018,S09215,L0229,the man took her aside for a moment,8,1,12.5,a man,Mild
CEC1_E018_S09215_L0242,CEC1,CEC1E018,S09215,L0242,the man took her aside for a moment,8,3,37.5,the man took the research back with him,Moderately severe
CEC1_E018_S09218_L0224,CEC1,CEC1E018,S09218,L0224,was she good the policeman went on,7,3,42.8571428571429,was she good ,Moderate
CEC1_E018_S09228_L0217,CEC1,CEC1E018,S09228,L0217,he thought of himself as a responsible and dependable person,10,8,80,he thought of himself as a dependable person,Moderate
CEC1_E018_S09229_L0227,CEC1,CEC1E018,S09229,L0227,we know the truth of the matter,7,2,28.5714285714286,we are watching the,Moderate
CEC1_E018_S09229_L0235,CEC1,CEC1E018,S09229,L0235,we know the truth of the matter,7,6,85.7142857142857,we know the truth of the letter,Mild
CEC1_E018_S09236_L0219,CEC1,CEC1E018,S09236,L0219,it's become a major part of my job,8,8,100,it's become a major part of my job,Moderate
CEC1_E018_S09238_L0215,CEC1,CEC1E018,S09238,L0215,one is the effect of technological progress on productivity growth,10,4,40,what is the request of technical progress,Moderate
CEC1_E018_S09240_L0219,CEC1,CEC1E018,S09240,L0219,a great big strapping man he was,7,4,57.1428571428571,strapping man he was,Moderate
CEC1_E018_S09242_L0219,CEC1,CEC1E018,S09242,L0219,gin was the first alcohol i ever had,8,8,100,gin was the first alcohol i ever had,Moderate
CEC1_E018_S09245_L0224,CEC1,CEC1E018,S09245,L0224,when they eventually spoke it was to quarrel,8,8,100,when they eventually spoke it was to quarrel ,Moderate
CEC1_E018_S09246_L0208,CEC1,CEC1E018,S09246,L0208,let me try to explain what i am getting at,10,10,100,let me try to explain what i am getting at,Moderate
CEC1_E018_S09248_L0240,CEC1,CEC1E018,S09248,L0240,that was the end of that then,7,7,100,that was the end of that then,Mild
CEC1_E018_S09250_L0202,CEC1,CEC1E018,S09250,L0202,no it's nothing to do with him,7,7,100,no it's nothing to do with him,Moderate
CEC1_E018_S09257_L0212,CEC1,CEC1E018,S09257,L0212,it was five o'clock and dark and cold and wet,10,8,80,it was by the pond and dark and cold and wet,Moderate
CEC1_E018_S09259_L0227,CEC1,CEC1E018,S09259,L0227,either mean it or don't do it,7,5,71.4285714285714,if you don't mean it don't do it,Moderate
CEC1_E018_S09259_L0235,CEC1,CEC1E018,S09259,L0235,either mean it or don't do it,7,6,85.7142857142857,even mean it or don't do it,Mild
CEC1_E018_S09262_L0231,CEC1,CEC1E018,S09262,L0231,then we can get the help we need,8,7,87.5,then we can get the help you need ,Mild
CEC1_E018_S09264_L0231,CEC1,CEC1E018,S09264,L0231,i've had to be very strong through this,8,8,100,i've had to be very strong through this ,Mild
CEC1_E018_S09265_L0215,CEC1,CEC1E018,S09265,L0215,i think you could consider that a brush off,9,7,77.7777777777778,i think you could consider that a fashion,Moderate
CEC1_E018_S09267_L0227,CEC1,CEC1E018,S09267,L0227,about eleven said the man almost unwillingly,7,3,42.8571428571429,said the man with,Moderate
CEC1_E018_S09267_L0235,CEC1,CEC1E018,S09267,L0235,about eleven said the man almost unwillingly,7,3,42.8571428571429,about a said the mayor,Mild
CEC1_E018_S09270_L0202,CEC1,CEC1E018,S09270,L0202,thought you were our missing best man come at last,10,10,100,thought you were our missing best man come at last,Moderate
CEC1_E018_S09271_L0224,CEC1,CEC1E018,S09271,L0224,i don't want to go home sir,7,7,100,i don't want to go home sir,Moderate
CEC1_E018_S09272_L0202,CEC1,CEC1E018,S09272,L0202,i shall suppose it comes to much the same,9,9,100,i shall suppose it comes to much the same,Moderate
CEC1_E018_S09273_L0240,CEC1,CEC1E018,S09273,L0240,she would need a drink soon and food,8,6,75,she will need a drink soon and [endpoint],Mild
CEC1_E018_S09274_L0231,CEC1,CEC1E018,S09274,L0231,that is good you will be open to education,9,6,66.6666666666667,that is good he will be upping his education ,Mild
CEC1_E018_S09275_L0219,CEC1,CEC1E018,S09275,L0219,what do you think you are doing,7,3,42.8571428571429,what would you doing,Moderate
CEC1_E018_S09276_L0219,CEC1,CEC1E018,S09276,L0219,but how did you know about me,7,7,100,but how did you know about me ,Moderate
CEC1_E018_S09277_L0241,CEC1,CEC1E018,S09277,L0241,the van began to move forward again,7,0,0,#,Moderate
CEC1_E018_S09278_L0215,CEC1,CEC1E018,S09278,L0215,wasn't it a rather weighty responsibility to shoulder,8,2,25,what was the weight of responsibility on her shoulder,Moderate
CEC1_E018_S09280_L0241,CEC1,CEC1E018,S09280,L0241,i urge you all to be most careful,8,6,75,i urge you or to be most carefully,Moderate
CEC1_E018_S09282_L0227,CEC1,CEC1E018,S09282,L0227,it's a tradition or an old charter or something,9,2,22.2222222222222,it's such a charter,Moderate
CEC1_E018_S09282_L0235,CEC1,CEC1E018,S09282,L0235,it's a tradition or an old charter or something,9,9,100,it's a tradition or an old charter or something,Mild
CEC1_E018_S09284_L0219,CEC1,CEC1E018,S09284,L0219,i tried that once myself you know,7,4,57.1428571428571,i tried that once,Moderate
CEC1_E018_S09286_L0201,CEC1,CEC1E018,S09286,L0201,then isabel read them one by one,7,3,42.8571428571429,one by one,Mild
CEC1_E018_S09288_L0243,CEC1,CEC1E018,S09288,L0243,besides then i can get a female,7,2,28.5714285714286,besides female ,Mild
CEC1_E018_S09290_L0227,CEC1,CEC1E018,S09290,L0227,all we can say is it's about time,8,0,0,good,Moderate
CEC1_E018_S09290_L0235,CEC1,CEC1E018,S09290,L0235,all we can say is it's about time,8,8,100,all we can say is it's about time,Mild
CEC1_E018_S09291_L0201,CEC1,CEC1E018,S09291,L0201,we're going to another party in london,7,7,100,we're going to another party in london,Mild
CEC1_E018_S09296_L0201,CEC1,CEC1E018,S09296,L0201,i'm sure i wouldn't know how inquisitor,7,5,71.4285714285714,i'm sure i didn't know how,Mild
CEC1_E018_S09298_L0224,CEC1,CEC1E018,S09298,L0224,far as i know he's still there,7,6,85.7142857142857,as far as i know he's still down,Moderate
CEC1_E018_S09304_L0212,CEC1,CEC1E018,S09304,L0212,come up onto the top of the rock,8,5,62.5,come across the top of the wreck,Moderate
CEC1_E018_S09304_L0221,CEC1,CEC1E018,S09304,L0221,come up onto the top of the rock,8,8,100,come up onto the top of the rock,Moderate
CEC1_E018_S09306_L0231,CEC1,CEC1E018,S09306,L0231,the distinction above is one without a difference,8,3,37.5,the distinguish of her is one that we can distinguish ,Mild
CEC1_E018_S09308_L0215,CEC1,CEC1E018,S09308,L0215,rain or no rain i must get on my way,10,10,100,rain or no rain i must get on my way,Moderate
CEC1_E018_S09311_L0209,CEC1,CEC1E018,S09311,L0209,now let me have a good look at you,9,9,100,now let me have a good look at you then,Moderate
CEC1_E018_S09312_L0219,CEC1,CEC1E018,S09312,L0219,how did the car come off the road,8,7,87.5,why did the car come off the road,Moderate
CEC1_E018_S09314_L0243,CEC1,CEC1E018,S09314,L0243,the man with one arm says anna,7,3,42.8571428571429,the man that won arms said helen,Mild
CEC1_E018_S09315_L0219,CEC1,CEC1E018,S09315,L0219,home rule was just around the corner,7,0,0,#,Moderate
CEC1_E018_S09317_L0222,CEC1,CEC1E018,S09317,L0222,how free is a free public house,7,0,0,#,Moderate
CEC1_E018_S09319_L0241,CEC1,CEC1E018,S09319,L0241,but most of the time you don't have exercise,9,5,55.5555555555556,most of time i don't have anything to say,Moderate
CEC1_E018_S09320_L0215,CEC1,CEC1E018,S09320,L0215,i saw the difference the flood had made,8,6,75,i saw the difference the children made,Moderate
CEC1_E018_S09321_L0243,CEC1,CEC1E018,S09321,L0243,we must now look at that bourgeois society,8,7,87.5,you must now look at that bourgeois society,Mild
CEC1_E018_S09325_L0200,CEC1,CEC1E018,S09325,L0200,i wouldn't dream of taking them before a race,9,2,22.2222222222222,i have enjoyed taking oats,Moderate
CEC1_E018_S09328_L0243,CEC1,CEC1E018,S09328,L0243,she forced herself to look away from him,8,8,100,she forced herself to look away from him,Mild
CEC1_E018_S09329_L0227,CEC1,CEC1E018,S09329,L0227,police were forced to clear the court,7,1,14.2857142857143,to hear,Moderate
CEC1_E018_S09329_L0241,CEC1,CEC1E018,S09329,L0241,police were forced to clear the court,7,0,0,#,Moderate
CEC1_E018_S09332_L0241,CEC1,CEC1E018,S09332,L0241,i've decided to get you out of here,8,0,0,#,Moderate
CEC1_E018_S09333_L0209,CEC1,CEC1E018,S09333,L0209,do you also believe i stole uranium from the factory,10,9,90,do you also believe i stole the ring from the factory,Moderate
